片名,年代,产地,类别,豆瓣评分,迅雷下载链接
Angel sWear White,2017,中国/法国,剧情,8.5,ftp://ygdy8:ygdy8@yg90.dydytt.net:8227/[阳光电影www.ygdy8.net].嘉年华.HD.1080p.国语中字.mp4
追龙,2017,中国香港/中国,动作/犯罪,7.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:8105/[阳光电影www.ygdy8.net].追龙.HD.720p.国语中字.mkv
军舰岛,2017,韩国,剧情/动作/历史,7.6,ftp://ygdy8:ygdy8@yg72.dydytt.net:8104/[阳光电影www.ygdy8.net].军舰岛.BD.720p.韩语中字.mkv
常在你左右,2017,中国香港/中国,犯罪/悬疑,5.2,ftp://ygdy8:ygdy8@yg90.dydytt.net:8223/[阳光电影www.ygdy8.net].常在你左右.BD.720p.国粤双语中字.mkv
密战,2017,中国,剧情/动作/战争,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:7012/[阳光电影www.ygdy8.net].密战.HD.720p.国语中字.mkv
圣鹿之死,2017,英国/爱尔兰,剧情/奇幻/惊悚,7.1,ftp://ygdy8:ygdy8@yg72.dydytt.net:8101/[阳光电影www.ygdy8.net].圣鹿之死.HD.720p.中英双字幕.rmvb
杀破狼·贪狼,2017,中国香港/中国,剧情/动作,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:3024/[阳光电影www.ygdy8.net].杀破狼·贪狼.BD.720p.国粤双语中字.mkv
小丑回魂,2017,美国,恐怖,7.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8092/[阳光电影www.ygdy8.net].小丑回魂.HD.720p.中英双字幕.rmvb
The Looming Storm,2017,中国,剧情/犯罪/悬疑,7.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:8091/[阳光电影www.ygdy8.net].暴雪将至.HD.1080p.国语中字.mp4
美国行动,2017,美国,喜剧/传记/动作,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8090/[阳光电影www.ygdy8.net].美国行动.BD.720p.中英双字幕.mkv
City of Rock,2017,中国,喜剧/音乐,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:6049/[阳光电影www.ygdy8.net].缝纫机乐队.HD.720p.国语中字.mkv
母亲！,2017,美国,剧情/悬疑/惊悚,6.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:6048/[阳光电影www.ygdy8.net].母亲！.BD.720p.中英双字幕.mkv
红衣小女孩2,2017,中国台湾,惊悚/恐怖,7.2,ftp://ygdy8:ygdy8@yg72.dydytt.net:7008/[阳光电影www.ygdy8.net].红衣小女孩2.BD.720p.国语中字.mkv
敦刻尔克,2017,英国/法国/美国/荷兰,剧情/历史/战争,8.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:3051/阳光电影www.ygdy8.com.敦刻尔克.BD.720p.国英双语双字.mkv
Love Education,2017,中国/中国台湾,剧情/爱情,8.6,ftp://ygdy8:ygdy8@yg72.dydytt.net:8097/[阳光电影www.ygdy8.net].相爱相亲.HD.720p.国语中字.mkv
天才枪手,2017,泰国,剧情/犯罪/悬疑,8.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:4020/[阳光电影www.ygdy8.net].天才枪手.BD.720p.国粤泰三语中字.mkv
战狼2,2017,中国,动作,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:4019/[阳光电影www.ygdy8.net].战狼2.BD.720p.国语中英双字幕.mkv
王牌特工2：黄金圈,2017,英国/美国,喜剧/动作/冒险,7.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:5015/[阳光电影www.ygdy8.net].王牌特工2：黄金圈.BD.720p.中英双字幕.mkv
英伦对决,2017,英国/中国,动作/惊悚,7.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:7092/[阳光电影www.ygdy8.net].英lun对决.HD.720p.国英双语.中英双字幕.mkv
王牌特工2：黄金圈,2017,英国/美国,喜剧/动作/冒险,7.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:3019/[阳光电影www.ygdy8.net].王牌特工2：黄金圈.HD.720p.中英双字幕.rmvb
畸形屋,2017,英国,剧情/犯罪/悬疑,7.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:4017/[阳光电影www.ygdy8.net].畸形屋.HD.720p.中英双字幕.rmvb
全球风暴,2017,美国,动作/科幻/灾难,6.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:8157/阳光电影www.ygdy8.com.全球风暴.BD.720p.国英双语双字.mkv
蜡笔小新：宇宙人来袭,2017,日本,儿童/喜剧/动画/冒险,6.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:8081/[阳光电影www.ygdy8.net].蜡笔小新：宇宙人来袭.BD.720p.国粤日三语中字.mkv
青年警察,2017,韩国,喜剧/动作/犯罪,7.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:5014/[阳光电影www.ygdy8.net].青年警察.BD.720p.韩语中字.rmvb
美国刺客,2017,美国,动作/惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7080/[阳光电影www.ygdy8.net].美国刺客.BD.720p.中英双字幕.mkv
美国行动,2017,美国,喜剧/传记/动作,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:7079/[阳光电影www.ygdy8.net].美国行动.HD.720p.中英双字幕.rmvb
天才枪手,2017,泰国,剧情/犯罪/悬疑,8.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:4014/[阳光电影www.ygdy8.net].天才枪手.BD.720p.中文字幕.mkv
神偷联盟,2017,美国,喜剧/动作/犯罪,7.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:4044/阳光电影www.ygdy8.com.神偷联盟.BD.720p.中英双字幕.mkv
Wu kong,2017,中国,剧情/动作/奇幻,5.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:4013/[阳光电影www.ygdy8.com].悟空传.BD.720p.国粤双语中字.mkv
赛车总动员3：极速挑战,2017,美国,喜剧/动画/冒险,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7073/[阳光电影www.ygdy8.com].赛车总动员3：极速挑战.BD.720p.英国粤台.中英双字幕.mkv
京城81号2,2017,中国,剧情/悬疑/惊悚,3.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:6042/[阳光电影www.ygdy8.com].京城81号2.BD.720p.国粤双语中字.mkv
南汉山城,2017,韩国,剧情/历史,8.0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8078/[阳光电影www.ygdy8.com].南汉山城.HD.720p.韩语中字.rmvb
星际特工：千星之城,2017,法国,动作/科幻/冒险,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:4012/[阳光电影www.ygdy8.com].星际特工：千星之城.HD.720p.中英双字幕.rmvb
极寒之城,2017,美国,动作/悬疑/惊悚,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:8071/[阳光电影www.ygdy8.com].极寒之城.BD.720p.中英双字幕.mkv
猎凶风河谷,2017,英国/加拿大/美国,动作/犯罪/悬疑,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:7089/[阳光电影www.ygdy8.net].风河谷谋杀案.BD.720p.中英双字幕.mkv
战狼2,2017,中国,动作,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:7070/[阳光电影www.ygdy8.com].战lang2.HD.720p.国语中字.mkv
星际特工：千星之城,2017,法国,动作/科幻/冒险,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:3010/[阳光电影www.ygdy8.com].星际特工：千星之城.HD.720p.韩版中字.rmvb
丛林,2017,澳大利亚/哥伦比亚,剧情/冒险,6.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:8070/[阳光电影www.ygdy8.com].丛林.BD.720p.中英双字幕.mkv
超速驾驶,2017,法国/美国,动作,5.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:5011/[阳光电影www.ygdy8.com].超速驾驶.BD.720p.中英双字幕.mkv
赛车总动员3：极速挑战,2017,美国,喜剧/动画/冒险,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:3008/[阳光电影www.ygdy8.com].赛车总动员3：极速挑战.BD.720p.中英双字幕.mkv
极寒之城,2017,美国,动作/悬疑/惊悚,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:6040/[阳光电影www.ygdy8.com].极寒之城.HD.720p.中英双字幕.rmvb
侠盗联盟,2017,中国/中国香港/捷克,动作/冒险,5.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:5009/[阳光电影www.ygdy8.com].侠盗联盟.BD.720p.国粤双语中字.mkv
杀破狼·贪狼,2017,中国香港/中国,剧情/动作,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:6038/[阳光电影www.ygdy8.com].杀破狼·贪狼.HD.720p.国语中字.mkv
杀人者的记忆法,2017,韩国,剧情/犯罪/悬疑/惊悚,7.2,ftp://ygdy8:ygdy8@yg72.dydytt.net:8073/[阳光电影www.ygdy8.com].杀人者的记忆法.HD.720p.韩语中字.rmvb
极寒之城,2017,美国,动作/悬疑/惊悚,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:5006/[阳光电影www.ygdy8.com].极寒之城.HD.720p.韩版中英双字幕.rmvb
刀剑神域：序列之争剧场版,2017,日本,科幻/动画/冒险,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:8061/[阳光电影www.ygdy8.com].刀剑神域：序列之争剧场版.BD.720p.日语中字.mkv
侠盗联盟,2017,中国/中国香港/捷克,动作/冒险,5.6,ftp://ygdy8:ygdy8@yg72.dydytt.net:8071/[阳光电影www.ygdy8.com].侠dao聯盟.HD.720p.国粤双语中字.mkv
猩球崛起3：终极之战,2017,美国,剧情/动作/科幻,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8089/[阳光电影www.ygdy8.net].猩球崛起3：终极之战.BD.720p.国英双语.中英双字幕.mkv
安娜贝尔2：诞生,2017,美国,悬疑/惊悚/恐怖,6.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:3003/[阳光电影www.ygdy8.com].安娜贝尔2：诞生.BD.720p.中英双字幕.mkv
猎凶风河谷,2017,英国/加拿大/美国,动作/犯罪/悬疑,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:7089/[阳光电影www.ygdy8.net].风河谷谋杀案.BD.720p.中英双字幕.mkv
神偷奶爸3,2017,美国,喜剧/动画/冒险,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8060/[阳光电影www.ygdy8.com].神偷奶爸3.BD.720p.国粤英三语.中英双字幕.mkv
极盗车神,2017,英国/美国,动作/犯罪/音乐,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7060/[阳光电影www.ygdy8.com].极盗车神.BD.720p.国英双语.中英双字幕.mkv
猩球崛起3：终极之战,2017,美国,剧情/动作/科幻,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8089/[阳光电影www.ygdy8.net].猩球崛起3：终极之战.BD.720p.国英双语.中英双字幕.mkv
22年后的自白：我是杀人犯,2017,日本,剧情/犯罪/悬疑,7.4,ftp://ygdy8:ygdy8@yg90.dydytt.net:8217/[阳光电影www.ygdy8.com].22年后的自白：我是杀人犯.BD.720p.日语中字.rmvb
心理罪大电影,2017,中国,动作/犯罪/悬疑,5.3,ftp://ygdy8:ygdy8@yg90.dydytt.net:7001/[阳光电影www.ygdy8.com].心理罪.HD.720p.国语中字.mkv
破·局,2017,中国,动作/犯罪,6.6,ftp://ygdy8:ygdy8@yg72.dydytt.net:8067/[阳光电影www.ygdy8.com].破·局.HD.720p.国语中字.mkv
变形金刚5：最后的骑士,2017,美国,动作/科幻,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:6029/[阳光电影www.ygdy8.com].变形金刚5：最后的骑士.BD.720p.中英双字幕.mkv
Our Time Will Come,2017,中国,剧情/历史/战争,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:5001/[阳光电影www.ygdy8.com].明月几时有.BD.720p.国粤双语中字.mkv
One Hundred Thousand Bad Jokes II,2017,中国,喜剧/动画/奇幻,7.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3001/[阳光电影www.ygdy8.com].十万个冷笑话2.HD.720p.国语中字.mkv
牡丹花下,2017,美国,剧情,6.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:6027/[阳光电影www.ygdy8.com].牡丹花下.BD.720p.中英双字幕.mkv
出租车司机,2017,韩国,剧情/历史,9.1,ftp://ygdy8:ygdy8@yg72.dydytt.net:8061/[阳光电影www.ygdy8.com].出租车司机.HD.720p.韩语中字.rmvb
蜘蛛侠：英雄归来,2017,美国,动作/科幻/冒险,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8055/[阳光电影www.ygdy8.com].蜘蛛侠：英雄归来.HD.720p.中英双字幕.rmvb
Our Shining Days,2017,中国,喜剧/音乐,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:6022/[阳光电影www.ygdy8.com].闪光少女.HD.720p.国语中字.mkv
喵星人,2017,中国香港,喜剧/奇幻,4.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:6021/[阳光电影www.ygdy8.com].喵星人.BD.720p.国粤双语中字.mkv
鬼魅浮生,2017,美国,剧情/爱情/奇幻,8.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:8050/[阳光电影www.ygdy8.com].鬼魅浮生.BD.720p.中英双字幕.mkv
一路逆风,2017,中国,纪录片/音乐,4.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:8055/[阳光电影www.ygdy8.com].一路逆风.BD.720p.国语中字.mkv
Wished,2017,中国,喜剧/奇幻,5.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:7049/[阳光电影www.ygdy8.com].反转人生.HD.720p.国语中字.rmvb
星河战队：火星叛国者,2017,美国,动作/科幻/动画,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:6018/[阳光电影www.ygdy8.com].星河战队：火星叛国者.BD.720p.中英双字幕.mkv
Our Time Will Come,2017,中国,剧情/历史/战争,7.1,ftp://ygdy8:ygdy8@yg72.dydytt.net:8054/[阳光电影www.ygdy8.com].明月几时有.HD.720p.国粤双语中字.mkv
Our Time Will Come,2017,中国,剧情/历史/战争,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:6016/[阳光电影www.ygdy8.com].明月几时有.HD.720p.国语中字.mkv
加勒比海盗5：死无对证,2017,美国,动作/奇幻/冒险,7.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:7046/[阳光电影www.ygdy8.com].加勒比海盗5：死无对证.BD.720p.国英双语.中英双字幕.mkv
神奇女侠,2017,美国,动作/奇幻/冒险,7.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:8046/[阳光电影www.ygdy8.com].神奇女侠.BD.720p.国英双语.中英双字幕.mkv
变形金刚5：最后的骑士,2017,美国,动作/科幻,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:6014/[阳光电影www.ygdy8.com].变形金刚5：最后的骑士.HD.720p.中英双字幕.rmvb
极盗车神,2017,英国/美国,动作/犯罪/音乐,7.2,ftp://ygdy8:ygdy8@yg72.dydytt.net:6011/[阳光电影www.ygdy8.com].极盗车神.HD.720p.中英双字幕.rmvb
新木乃伊,2017,美国,动作/奇幻/冒险,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8043/[阳光电影www.ygdy8.com].新木乃伊.BD.720p.中英双字幕.mkv
变形金刚5：最后的骑士,2017,美国,动作/科幻,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7040/[阳光电影www.ygdy8.com].变形金刚5：最后的骑士.HD.720p.韩版中英双字幕.mkv
God of War,2017,中国,传记/动作/历史/战争/古装,6.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:6013/[阳光电影www.ygdy8.com].荡寇风云.BD.720p.国粤双语中字.mkv
加勒比海盗5：死无对证,2017,美国,动作/奇幻/冒险,7.3,ftp://ygdy8:ygdy8@yg72.dydytt.net:8048/[阳光电影www.ygdy8.com].加勒比海盗5：死无对证.HD.720p.中英双字幕.rmvb
Once Upon a Time,2017,中国,爱情/奇幻,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8045/[阳光电影www.ygdy8.com].三生三世十里桃花.HD.720p.国语中字.mkv
绣春刀II：修罗战场,2017,中国,剧情/动作/武侠/古装,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:6012/[阳光电影www.ygdy8.com].绣春刀II：修罗战场.HD.720p.国语中字.mkv
神偷奶爸3,2017,美国,喜剧/动画/冒险,7.0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8044/[阳光电影www.ygdy8.com].神偷奶爸3.HD.720p.中英双字幕.rmvb
神奇女侠,2017,美国,动作/奇幻/冒险,7.2,ftp://ygdy8:ygdy8@yg44.dydytt.net:6002/[阳光电影www.ygdy8.com].神奇女侠.HD.720p.中英双字幕.rmvb
惊天解密,2017,英国,剧情/动作/惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7038/[阳光电影www.ygdy8.com].惊天解密.BD.720p.中英双字幕.mkv
原谅他77次,2017,中国香港/中国,爱情/喜剧,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8042/[阳光电影www.ygdy8.com].原谅他77次.HD.720p.国语中字.mkv
内裤队长,2017,美国,喜剧/动作/动画,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8038/[阳光电影www.ygdy8.com].内裤队长.BD.720p.中英双字幕.mkv
梅根·利维,2017,美国,剧情/传记/战争,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:8037/[阳光电影www.ygdy8.com].梅根·利维.BD.720p.中英双字幕.mkv
仓皇一夜,2017,美国,剧情/喜剧,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:6005/[阳光电影www.ygdy8.com].仓皇一夜.BD.720p.中英双字幕.mkv
Wu kong,2017,中国,剧情/动作/奇幻,5.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:6004/[阳光电影www.ygdy8.com].悟空传.HD.720p.国语中字.mkv
猎杀星期一,2017,英国/美国/法国/比利时,科幻/惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8035/[阳光电影www.ygdy8.com].猎杀星期一.BD.720p.中英双字幕.mkv
浮生梦,2017,英国/美国,剧情/爱情/悬疑,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7035/[阳光电影www.ygdy8.com].浮生梦.BD.720p.中英双字幕.mkv
Fist & Faith,2017,中国/中国台湾,剧情/动作,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:6003/[阳光电影www.ygdy8.com].青禾男高.HD.720p.国语中字.mkv
海滩游侠,2017,美国,喜剧/动作,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8038/[阳光电影www.ygdy8.com].海滩游侠.HD.720p.中英双字幕.rmvb
拆弹专家,2017,中国/中国香港,动作/犯罪/悬疑,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8037/[阳光电影www.ygdy8.com].拆弹专家.BD.720p.国粤双语中字.mkv
目击者之追凶,2017,中国台湾,犯罪/悬疑/惊悚,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:7030/[阳光电影www.ygdy8.com].目击者之追凶.BD.720p.国语中字.mkv
The One,2017,中国,喜剧/动作,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8029/[阳光电影www.ygdy8.com].绝世高手.HD.720p.国语中字.mkv
春娇救志明,2017,中国香港/中国,剧情/喜剧/爱情,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:7029/[阳光电影www.ygdy8.com].春娇救志明.BD.720p.国粤双语中字.mkv
银河护卫队2,2017,美国,动作/科幻/冒险,8.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:7028/[阳光电影www.ygdy8.com].银河护卫队2.BD.720p.中英双字幕.mkv
巴霍巴利王(下)：终结,2017,印度,剧情/动作/战争/奇幻/冒险,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7025/[阳光电影www.ygdy8.com].巴霍巴利王(下)：终结.BD.720p.中英双字幕.mkv
异形：契约,2017,美国,科幻/惊悚/恐怖,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8021/[阳光电影www.ygdy8.com].异形：契约.BD.720p.中英双字幕.mkv
"52 Hz, I Love You",2017,中国台湾,爱情/音乐,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7022/[阳光电影www.ygdy8.com].52赫兹，我爱你.BD.720p.国语中字.mkv
一锤定音,2016,美国,剧情/动作/犯罪/惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7021/[阳光电影www.ygdy8.com].一锤定音.BD.720p.中英双字幕.mkv
敌对区域,2017,西班牙,剧情/战争,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8031/[阳光电影www.ygdy8.com].敌对区域.BD.720p.中英双字幕.mkv
Fatal Countdown: Reset ,2017,中国,动作/科幻,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7020/[阳光电影www.ygdy8.com].逆时营救.HD.720p.国语中字.mkv
师父,2015,中国,剧情/动作/武侠,8.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:8020/[阳光电影www.ygdy8.com].师父.BD.720p.国语中字.mkv
目击者之追凶,2017,中国台湾,犯罪/悬疑/惊悚,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:7018/[阳光电影www.ygdy8.com].目击者之追凶.HD.720p.国语中字.mkv
My Heart Leaps Up,2016,中国,剧情,6.7,ftp://ygdy8:ygdy8@yg72.dydytt.net:8028/[阳光电影www.ygdy8.com].我心雀跃.HD.720p.国语中字.mkv
亚瑟王：斗兽争霸,2017,美国,动作/奇幻/冒险,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7017/[阳光电影www.ygdy8.com].亚瑟王：斗兽争霸.BD.720p.中英双字幕.mkv
A Nail Clipper Romance,2017,0,喜剧/爱情,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8017/[阳光电影www.ygdy8.com].指甲刀人魔.BD.720p.国语中字.mkv
你的名字。,2016,日本,剧情/爱情/动画,8.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8016/[阳光电影www.ygdy8.com].你的名字。.BD.720p.日语中字.mkv
奥斯曼中尉,2017,土耳其/美国,剧情/战争,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7016/[阳光电影www.ygdy8.com].奥斯曼中尉.BD.720p.中英双字幕.mkv
记忆大师,2017,中国,剧情/犯罪/悬疑/惊悚,7.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:8015/[无极电影-www.wujidy.com].记忆大师.HD.720p.国语中字.mkv
The Innocent City,2017,中国,动作/犯罪,6.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7015/[无极电影-www.wujidy.com].无罪之城.HD.720p.国语中字.mkv
三个老枪手,2017,美国,喜剧,7.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8014/[阳光电影www.ygdy8.com].三个老枪手.BD.720p.中英双字幕.mkv
首杀,2017,美国,动作/犯罪/惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7013/[阳光电影www.ygdy8.com].首杀.HD.720p.中英双字幕.rmvb
一念无明,2016,中国香港,剧情,8.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7012/[阳光电影www.ygdy8.com].一念无明.HD.720p.粤语中字.mkv
共助,2017,韩国,动作,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8012/[阳光电影www.ygdy8.com].共助.BD.720p.韩语中字.mkv
Story of Taipei,2017,中国台湾,剧情/犯罪,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8026/[阳光电影www.ygdy8.com].台北物语.HD.720p.国语中字.mkv
忠爱无言,2017,中国,剧情,7.3,ftp://ygdy8:ygdy8@yg72.dydytt.net:8025/[阳光电影www.ygdy8.com].忠爱无言.HD.720p.国语中字.mkv
我们停战吧,2015,中国香港,剧情/爱情,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8024/[阳光电影www.ygdy8.com].我们停战吧.BD.720p.国粤双语中字.mkv
攻壳机动队,2017,美国,动作/科幻/犯罪,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8022/[阳光电影www.ygdy8.com].攻壳机动队.BD.720p.中英双字幕.mkv
天才少女,2017,美国,剧情/家庭,8.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:8003/[阳光电影www.ygdy8.com].天才少女.BD.720p.中英双字幕.mkv
走火交易,2016,英国/法国,剧情/动作/犯罪,0,ftp://ygdy8:ygdy8@yg37.dydytt.net:7047/[阳光电影www.ygdy8.com].走火交易.BD.720p.中英双字幕.mkv
宝贝老板,2017,美国,喜剧/动画,7.6,ftp://ygdy8:ygdy8@yg37.dydytt.net:8045/[阳光电影www.ygdy8.com].宝贝老板.BD.720p.国粤英三语.中英双字幕.mkv
毒。诫,2017,中国/中国香港,剧情/动作/犯罪,5.0,0
攻壳机动队,2017,美国,动作/科幻/犯罪,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8020/[阳光电影www.ygdy8.com].攻壳机动队.HD.720p.国英双语.中英双字幕.mkv
承诺,2016,美国/西班牙,剧情/历史,0,ftp://ygdy8:ygdy8@yg37.dydytt.net:7044/[阳光电影www.ygdy8.com].承诺.BD.720p.中英双字幕.mkv
迷失Z城,2016,美国,剧情/传记/动作/历史/冒险,0,ftp://ygdy8:ygdy8@yg37.dydytt.net:8043/[阳光电影www.ygdy8.com].迷失Z城.BD.720p.中英双字幕.mkv
将来的事,2016,法国/德国,剧情,8.2,ftp://ygdy8:ygdy8@yg72.dydytt.net:8019/[阳光电影www.ygdy8.com].将来的事.BD.720p.法语中字.mkv
速度与激情8,2017,美国,动作/犯罪,7.1,ftp://ygdy8:ygdy8@yg37.dydytt.net:7043/[阳光电影www.ygdy8.com].速度与激情8.BD.720p.国英双语.中英双字幕.mkv
0,2017,0,0,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8017/[阳光电影www.ygdy8.com].麻烦家族.HD.720p.国语中字.mkv
蓝精灵：寻找神秘村,2017,美国,喜剧/动画/奇幻/冒险,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8014/[阳光电影www.ygdy8.com].蓝精灵：寻找神秘村.BD.720p.国英双语.中英双字幕.mkv
被操纵的城市,2017,韩国,动作/犯罪,7.3,ftp://ygdy8:ygdy8@yg72.dydytt.net:8186/阳光电影www.ygdy8.com.被操纵的城市.BD.720p.韩语中字.mkv
金刚：骷髅岛,2017,0,动作/奇幻/冒险,6.8,ftp://ygdy8:ygdy8@y219.dydytt.net:7009/[阳光电影www.ygdy8.com].金刚：骷髅岛.BD.720p.国英双语.中英双字幕.mkv
Extraordinary Mission,2017,0,剧情/动作/犯罪,0,ftp://ygdy8:ygdy8@y219.dydytt.net:7008/[阳光电影www.ygdy8.com].非凡任务.BD.720p.国语中字.mkv
此情此刻,2016,中国香港,剧情/爱情,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9243/[阳光电影www.ygdy8.com].此情此刻.BD.720p.国粤双语中字.mkv
救僵清道夫,2017,中国香港,喜剧/动作/恐怖,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9242/[阳光电影www.ygdy8.com].救僵清道夫.BD.720p.国粤双语中字.mkv
蓝精灵：寻找神秘村,2017,美国,喜剧/动画/奇幻/冒险,0,ftp://ygdy8:ygdy8@yg37.dydytt.net:7036/[阳光电影www.ygdy8.com].蓝精灵：寻找神秘村.HD.720p.中英双字幕.rmvb
歌声不绝,2017,美国,剧情/音乐,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8271/[阳光电影www.ygdy8.com].歌声不绝.BD.720p.中英双字幕.mkv
动物园长的夫人,2017,捷克/英国/美国,剧情/传记/历史/战争,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9282/[阳光电影www.ygdy8.com].动物园长的夫人.BD.720p.中英双字幕.mkv
